txid,timestamp,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,src_ip,src_port,dst_ip,dst_port,country,asn,scenario_id
133a4ff496f5c0ac3813344335c9dd6a92d371bece300e885e54b9b4d84bd2f3,2026-01-01T00:09:06+00:00,['bc1qnv3umqrwstc8m6tl99n04zc9x9n86q6qhvkxzf'],"['bc1q8eu94pm0eej8ptuyatj9k0n5p95jjj9fue4ur0', 'bc1qhfx45mf7dj98n2cmm3zwk9wfhcf8dqk0a65v2v', 'bc1qwn7ywyshdaufmde98nk49pvqsr9r545t7hl9e3', 'bc1qaxa6t7l5ygdev7h5qlhfk902fxakkgdsv30pzt', 'bc1qfrsyj87mjuuc20ygjer2j038l540af3e4m2mc9', 'bc1q69d2t07frr2jd98ggk8q0q65h5h4lder2zv4kp', 'bc1quy86qy6ntjh89pemrq7ksuu87f8ksz25d2kmg6', 'bc1qy7pld8u7glkyq3m243m75davv47zmdd35tt2aq', 'bc1q99667wcg0ln54j82w39kgfwwulyknvujumvvzl', 'bc1q9rrnlxgfyvknjrqc35k00hl22htd4lkamggqxs', 'bc1qsy2fmdrkmdlrgn4vmg5ejfdhkwectpahuxghcq', 'bc1qqsz387ma4uypgk8q9qsua0p9uw2m8f9g5egjv9', 'bc1qj6vc9npcld02emaq63dqkxsm80z4gnrs2muryl', 'bc1qa0hazwnfmxl6lcc7mdt4f0lpj594kz33mxas7q', 'bc1qkcrz4u8cygnkhcxvqmd9pntygnppk6mkl3wspq', 'bc1qstka632j9pnp9szgpw9pm5yqzjj2arh3peq5fc', 'bc1qgwzm4mrxv0ljeyz6e8gaqyww5mdxduyyhfl8zj', 'bc1q8xc2c69wthxnymt6pg0ew4xex75emup85x9fn9', 'bc1qmjzxme2tlt4q5gd95lc68a3rk773phu63g4lz6', 'bc1qvw9xrvdt6t09dfvdy8q3xw8mls4dsk2dfr8kem', 'bc1qqs5jj5e0ugukucnpq9thraf3pv8pa4wds2tr20', 'bc1qf677z20qe98yzr2ghv00jwv8srrhqwdn7ccm9v']",[189414927],"[7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 7214361, 37875412]",37934,P2WPKH,45.70.95.12,48167,31.235.91.102,8333,CH,15169,SCEN_FAN_OUT_00011
7b081016e04373b55f296b959a78c0694abb95ea893997c8323e21a8242559c2,2026-01-01T00:09:53+00:00,['39EtLe7JFWuFiNbLaUpapLTvvFyNMVNtwz'],"['3esdpsPnLTUoFgUQzWmjYPjcxhcHKU1QF9', 'bc1qh36rph0z3zgqng36t4h7mrjhadadklw4c044u8']",[237821217],"[118910608, 118906764]",3845,P2WPKH,185.99.32.243,26620,45.218.101.205,8333,CA,60068,SCEN_NORMAL_00012
b14d6daea70505fcd966279dbcc783438fe0c06fc024e1f425469899a0db94da,2026-01-01T00:10:53+00:00,['3JuU2fKrPSYQc2tiepLzbEk25DDfwNyd3W'],"['39cdzh5hcWPV6LRACKVdz6CJyZ5rkVCSSx', 'bc1qzkj9um9wre2p07hpl6mh5xtx8xjyrqk0ceh8cp']",[390291213],"[195145606, 195143074]",2533,P2WPKH,104.85.224.120,42931,62.150.29.241,8333,SC,16276,SCEN_NORMAL_00013
e8d08c9f1a1b3ef53cd4c5e90915ae4f76bb2bdd902600533da369cc52fa4249,2026-01-01T00:11:58+00:00,['39cdzh5hcWPV6LRACKVdz6CJyZ5rkVCSSx'],"['bc1q9j5vnz9gvl0e2szn47wpnnm0lzsvg3qvq9pdte', 'bc1qewp8cftzt9nsnz4xwdu4mfmnu6u2uax77pecm5']",[134254718],"[67127359, 67115982]",11377,P2WPKH,185.121.63.194,5139,178.6.111.5,8333,SC,13335,SCEN_NORMAL_00014
271cfc7a65df3f7c957a9f6f2fd7c46d30237505be210a8bbddad2c3a382078d,2026-01-01T00:12:03+00:00,"['3xoCWtZihvXuK9Uy4YYxqQyKbHbXyAZ5Hz', '3ryAycuWGSygB69CdBpcdowqCpiKr4Y51m', '3fPKc9FC1EBzKdZASjDaNPpzyDZ7e65WTY']","['bc1qmscgtfp4rfe6r6e5eqv87w0czlyemmxewcdg8y', '3RPngcebpovoeyCk4cPasCJqMtNs1Dh7Us', '38ePtvf4bMoPeynKKLn87KQW6JLo9Ae5w5', '1TT2VMRdffHKeynJxSUVAn474c9Jyio2t9', '1fsGhgct16rkyBBt25RE7ZqQC21hAGe7QA', 'bc1q4wlgcdrpumzhv9u3kaar5x2heh45n767smemk2', 'bc1qr84z0ahynjmewpcv7750g24a7zzndh4h38apds', '15UYPDskmB8RFtmDT8tvG5XgxaNJe3qw3L', 'bc1qrctx2m9uu8gusgeqvepemj6emhq0m7lsxrcw6d', 'bc1qu7p3mg30665vxzl98nxuhwqlple65t2rs5gudt']","[2050309002, 5008636320, 5031844910]","[671708453, 671708453, 671708453, 671708453, 671708453, 671708453, 671708453, 671708453, 671708453, 6045376085]",38070,P2WPKH,104.192.52.86,56764,51.77.142.71,8333,CH,7018,SCEN_BENIGN_HIGH_VOL_00015
52a492399e2377733c77ada623d258dbbb53079432d05da9562fbcc018357402,2026-01-01T00:12:24+00:00,['1bzB4depEZX9x8792EZAoegZDequfyv37Q'],"['bc1qeves7mrkk7grwacta27uq7nncylwz7rpgef5wg', 'bc1q8man4v696f0nzzmcr0zatkscejjhlv33ava6aq']",[243311492],"[121655746, 121646836]",8910,P2WPKH,45.180.244.168,28448,78.170.242.249,8333,FR,9009,SCEN_NORMAL_00016
65d09c7a6259bb32438464f2a489fc4dc194d162b8f62091ab5e8ccb757b630b,2026-01-01T00:13:34+00:00,['bc1q2gf5l42psapg3duy5dqgxueljjr26wm79fuu45'],"['1VR46byDfQcbVqVqricJwSVg2CD4LvtjKm', 'bc1qju9y8lw6m809fe70g8m78vlczzl4elycnppfdh']",[421830657],"[52085483, 369742251]",2923,P2WPKH,78.184.79.56,41705,178.35.177.91,8333,JP,13335,SCEN_PEELING_00017
3c73e5ebae67a70714e1688dcb6b509d7820c51096e8b6dd84eba263b9eae044,2026-01-01T00:14:31+00:00,['bc1qju9y8lw6m809fe70g8m78vlczzl4elycnppfdh'],"['1zUmjsp7sFFrZjQNKHVC5gM3YDPhYtMZKN', 'bc1qkkxlhf30ked37tc3er4zd5m9rhqw49s68texpt']",[369742251],"[18920986, 350814456]",6809,P2WPKH,78.184.79.123,47826,24.164.205.205,8333,JP,13335,SCEN_PEELING_00017
0a9f56141333d92dc23a7ac5df3843413830f637d8f56308aa8fcc0a10fdb2e0,2026-01-01T00:15:19+00:00,['bc1qkkxlhf30ked37tc3er4zd5m9rhqw49s68texpt'],"['1qknkgTbtGvAnyT1NK6mpNpzL1FkFdQAkh', 'bc1qu4z8sumkyzp0a7zt934pqe2jx6xe3zu00hnf4a']",[350814456],"[41358135, 309449855]",6466,P2WPKH,78.184.79.58,53495,78.99.61.209,8333,JP,13335,SCEN_PEELING_00017
4bd38982fac2f25d2965b9bb1d7363aae70eb2ea98fca99cf727255eff6bba18,2026-01-01T00:16:09+00:00,['bc1qu4z8sumkyzp0a7zt934pqe2jx6xe3zu00hnf4a'],"['1X3z4tKLcUL1FGahGvqbMvLvuGuSvVWcLg', 'bc1q3mklhl0d9rtnzz72neawlupqqjx44msfrnj0w0']",[309449855],"[24939520, 284508303]",2032,P2WPKH,78.184.79.154,3519,62.66.16.63,8333,JP,13335,SCEN_PEELING_00017
c54e213b31f702fec69ff3bb17eab73890f9e8bb0de1e589208858c066af141c,2026-01-01T00:16:19+00:00,['1p69t3cwPvD2m4id6FNQHrh3gK6hEQ1ppb'],"['bc1qnv3umqrwstc8m6tl99n04zc9x9n86q6qhvkxzf', 'bc1q5j4csy423wgtmkse7py7v69ml457evhd7mfvde']",[274939220],"[91646406, 183284569]",8245,P2WPKH,93.202.239.142,9050,93.29.254.28,18333,SG,14061,SCEN_BURST_00018
27886d5bf0cf19a7578e4ccc6a16632aa38f930d1d5eda91e4d8a8be633a252f,2026-01-01T00:16:22+00:00,['18Btk9m1KmpoMDwiAyzAtGJcty2hzWHAEk'],"['34QPb9uk9TAqDnj6TWQw256QDw9hVp2rEv', 'bc1qw4kmtlprympaxpk0w92g7m782qar6vuej48lng']",[166070094],"[55356698, 110693443]",19953,P2WPKH,198.111.171.77,8080,178.233.102.16,8333,SC,24940,SCEN_BURST_00018
cf61f9dfda2511d19fe63756120b8f0dbb72fef7e0b506ff0ee1f006cdfedf4a,2026-01-01T00:16:31+00:00,['1rSCJxWjh4PZL6WQumWVZ24dB1fLrtRwke'],"['3DPJpHwv1W5t5i1kWqBgaQ2BGjj2Php2vU', 'bc1qgr69dfahca3gwpsmjp4dz7k89jk4yvg40el05v']",[475422158],"[158474052, 316941952]",6154,P2WPKH,45.140.39.244,59947,178.193.248.109,18333,RU,14061,SCEN_BURST_00018
f3c6973c672a53ffc9636bdc927337b93466ef0f2ee3dffcaf267a66fe91d082,2026-01-01T00:16:33+00:00,['1wtkvBQyx1cMuxQLMLJtqkRTj5eXv159nc'],"['1UMwUfDHCtacReS4eFSsLH6EUmGQnvU6u8', 'bc1qfsyx2djxwpumk2ev8a7nukk4d9zgt9pzfw8d0k']",[302006153],"[100668717, 201321021]",16415,P2WPKH,178.114.230.10,9150,24.233.212.204,8333,SC,14061,SCEN_BURST_00018
76aa6a4f32677211c9afae9a5ff830df5cfd1dd579b9b14f8e437d1a9b0bb59c,2026-01-01T00:18:00+00:00,['31CerXbgvpQUH9Kd4Y2pDTe1FhhVHYZiJV'],"['1uM1Qty7BW4jvocjjfmJ6i5TSQCNtyF8yJ', 'bc1qzp7ch33q7hedjjhy8l90leadxqmts4qupxl3rf']",[223964870],"[111982435, 111973621]",8814,P2WPKH,104.69.120.51,59309,85.97.136.89,8333,US,24940,SCEN_NORMAL_00019
ac2503c7057485df0f421533ffc6666a871d0b042ed5b3e95439f1d3f40e9e8c,2026-01-01T00:18:59+00:00,['3BuZ2RrCGcdHAzPpdDSB5xctraAEroXjUk'],"['3jeuocgVBvwEBJRA2MFbMLRV8b2osr9u6V', 'bc1qfc2z2w03h73ged4xel69dsjjtuvdx8w4krq9qk']",[331397956],"[165698978, 165688112]",10866,P2WPKH,78.100.57.121,34086,31.137.238.62,8333,SE,15169,SCEN_NORMAL_00020
1fb7148fdff8edd29fcfcc51b22a5f5baa3f58d18cf5dfa4cbb54708d17e43d3,2026-01-01T00:19:12+00:00,"['bc1q5h93mx7edkggthumyvaw2t4j9qs5c2kz6xvw2e', 'bc1q9507jaxdvg8ra9c0kyytf48gtjurk84t9cxsj6', 'bc1q4w8gw7t0yg3r85ms0xfu5nnwd7j7aymaqx8kg2', 'bc1qkkqutzhm6yz0g59yay64uzq7yz8aq0634x7mrs', 'bc1qrh77rqwvwc7377va2vr0y7ajtj3pje8q0slul6', 'bc1qyl7qeg9ak60hr3zez35naff39nvs94c0duw275', 'bc1qp8xzn4d60ffx6u8hkyuy7kadw4wpxqw9z9dqgs', 'bc1qxv3rwez8ygl7lqlswy6q545tq728f2hgf029nx', 'bc1qjz0rzsa956yr70340wuq7fc6nz39x25qkmjz7d', 'bc1qvzddragezeuzc50vnyh862spqyp6hu46xss28d']",['3m4j358CsnRxddKggan816WGNEpJHycpgy'],"[434710338, 381536734, 67918910, 30834227, 414223061, 8240854, 18744815, 18613804, 7116589, 8274579]",[1390196598],17313,P2SH,78.166.77.10,43836,62.194.182.119,8333,SE,16509,SCEN_FAN_IN_00021
57170cbce49138e0cfdafc7fb48d4b93d9d6d4d422ca675d9a4c9a3eabbb7549,2026-01-01T00:20:32+00:00,['bc1qvck996yn3f38fk5alnfxh9ueyzgkh3eplkjezz'],"['bc1qyl0cegqchnjrvhfmt4wl5t8nnnv7ev4myn80ld', 'bc1q4qwauatndl5l33zclpeqdk7q9nxz44qe5jvde5']",[154247146],"[77123573, 77117156]",6417,P2WPKH,45.171.171.162,8392,85.241.7.149,8333,NL,16276,SCEN_NORMAL_00022
2145e1ca079f30522ba0ecf03ab52466a15dec02a5b9fae21c80ffe09e1d5428,2026-01-01T00:21:26+00:00,['3t8HFLEbAP44aoRkfzre93P54DHmr5QeLq'],"['bc1qckkkdg8wjtdck8edun4l35j982sg594gx7emvr', 'bc1q7qpcx9tax6czgtjq5fsrr9rnd3cwdc366s66tc']",[456486740],"[228243370, 228240568]",2802,P2WPKH,185.178.196.187,24302,104.192.37.213,8333,US,60068,SCEN_NORMAL_00023
8dd9038b3ec22f4aba4df6b913fe75c28e2f3c3b39182cad2acaac433265a4fc,2026-01-01T00:21:58+00:00,['bc1qnm8eamv8yn63u8035rjhw8qh85zhpry6vqxdc5'],"['1nz4wKrDSQKpM6e5nwU44hCn9AUkNnUYyf', 'bc1q95hmlhzndgf9s7c3u4emaqz6z427r4v5cw3lkh']",[69366530],"[34683265, 34673800]",9465,P2WPKH,104.99.169.175,54602,24.239.174.38,8333,FR,24940,SCEN_NORMAL_00024
da7080c3c353b8945c1fdb65b02b6a323b9fcd0a1624a83533392ed1155d27ab,2026-01-01T00:23:25+00:00,['1QjcQL5QzFBpxBgJ8ZYbPncLscrztazLrc'],"['bc1qxhaekqxujf82n0mx2d45xtgjlyev99xmtc6vd7', 'bc1qdyzgyeawyeqjeyt4cvqvwtyrwrzc0my03ad97l']",[285824289],"[142912144, 142898536]",13609,P2WPKH,185.161.130.14,23208,178.153.213.82,8333,BZ,14061,SCEN_NORMAL_00025
b6418dbed213ad1abc850b368661f15f83f73dd7e1b742b9c9e4ddf21643c3a2,2026-01-01T00:23:45+00:00,"['bc1qxsjj48zpy56cz97wt94dnsvlug9pdw2rns7jm9', 'bc1q0u43mu8klafsp0zxw9leqtkcxpq3zp6upeudzj', 'bc1qq6dp3cwyuv7044dudm3xgtmz56ve7ka2jdrmx4', 'bc1q37f5ap3xfstwutaa9cw7n0cf9spwhymv8d2usm', 'bc1qdl08akhu0a8d2gkyphmt7rptmdcdqvg08tr5yy', 'bc1q9c9ulkj9ww2da94lqv833dguz9ya7a63ujlkdq', 'bc1qgf4a0y70frc00dps3tvl02xuca5se4hq8dnj04', 'bc1qg5cey04cqyzu0thekcj4ddtw8gp463926lftxa', 'bc1qwg8087um95chztm0atd4js74md5dks9x38tx9l', 'bc1qev3vm5lzf67vh4dvwg7ucg0w52ed78npda0rml']",['3Xhtz8Nc4u2unBzbcSUHqKgyv1iVpvCnc9'],"[496759330, 67206363, 490191972, 383676542, 189410145, 307661084, 12411058, 18299977, 14418012, 16632850]",[1996633567],33766,P2SH,185.108.90.55,32058,85.209.158.60,8333,US,16276,SCEN_FAN_IN_00026
916c49dea54b172e4bf8ee6712fd643684436d1ee6334e723fc479af28f5d477,2026-01-01T00:23:50+00:00,"['3EJ7XENzYxxc91xAYbp1hdUwbjFFjdqWoZ', '3fT26vqXxspy2RD4pfGR2KtU6n8x2k96iV', '3ufyQgKhqhpj2M7ChE1FGMpBM56rwrjLvj', '3eZQjaBLKaNSL115K8brpnNocY5MV1hpte']","['3pUV4niJrqr8rMpJ9Cpy9f7MNrPF8F6Wzo', '1vUT9SPvU4uz599nY8htb6CYsMxs3RZW9t', 'bc1qmt8g8sfjd42zh4jwgdxqzqr560zd23gy6yqewx', '3rodTVruy5mJa2Dnrwzj1j4WkoFtQrhUvQ', '3tsD6e2hj7E3t9z1QrTdbx5NCkooiaYDvE', '37krTBvtpfJ3MDDvvheaSqxXVLbcVQS1s8', 'bc1qjxw2pl97gmnz8c5s2udy6mx24d9ceae447ry75']","[8465074956, 6411128516, 13941593998, 3046866086]","[2655385563, 2655385563, 2655385563, 2655385563, 2655385563, 2655385563, 15932313385]",36793,P2WPKH,168.104.186.161,35465,104.205.51.153,8333,SG,14061,SCEN_BENIGN_HIGH_VOL_00027
4a16cedb1741877d1be73ccf2068fc3dfae70392fafcf25db7fd42bfa5554349,2026-01-01T00:25:19+00:00,['bc1q9je3jmmf58mmqvm48nldm2eg8w7rvje4vyy7hr'],"['3N4X1Xh2gdPyfxEy9VLwR8JVGT4M9Ta5od', 'bc1qc2yp4ml6zspq2gg8xe0juvww95fxpxnhp7es0y']",[166313028],"[83156514, 83151869]",4645,P2WPKH,78.37.54.15,2263,198.124.143.238,8333,US,13335,SCEN_NORMAL_00028
3a180861d4fb0ed17000eeb6975cb8a2a72377e01308b6f7596b1cfee3117efa,2026-01-01T00:25:39+00:00,"['3oDYzGr9xwcBw4jzy8MPm4UYPiB2v8nsaT', '3B4LGaj5K6A5JQNTTKJvoQXjWA41c2vQ2j']","['bc1qcvn6wxddqxevgu79g2ngan9v43567dh2yf45ac', '19GkTHXU6vKL9JCz1fAUtuEcHR1qeN4H5C', 'bc1qj77tzvf3j0jqqf899xf2akpzlh3kc5sqe7rh23', '3K59h2gjj9sAEAHZbgcinGV5WZXd7LowwG', '1u1UAgKuneJJWhCsY9LPMjYRfeebrYM57g', 'bc1qt3wzc2x3gqsknhx9ev2w4qk5c8uz9tyehrw0th']","[13674683365, 4001347160]","[1767598228, 1767598228, 1767598228, 1767598228, 1767598228, 8837991140]",48245,P2WPKH,45.71.168.192,53771,93.75.90.35,8333,US,16509,SCEN_BENIGN_HIGH_VOL_00029
5671493b3095103b0e2eca3a58cbe1d753a1bdaffbd4c3a4a9cb771d1005dec3,2026-01-01T00:26:37+00:00,"['1Hj8fcZ3B2LuizMyA3V5PpapyysxiuWnc8', '12ZSU1Hz7Rk6TTqh9NRCqXw7gkMwLb8Qk1', '3j1QEofQT8v5D39Mf5quQwNjiLwtBnotnz', '3sRMCvpK7pMYF5jZ4A2K2H5nz1Wt7d59fr', 'bc1qqndphr8kqwu7006ddtxgyuutfyx7sw7tyyhamt']","['bc1qm4hked9kcef7kfltzvjqa4rmzu68wzqhxavctu', 'bc1qpmf8zj447clw8yvpqeg8lwxzxqv9nvqq7mvvxh', 'bc1qwdxhphn82ntjlw8k3rn2dgz47acwg5vw8v74yv', 'bc1qv5gnenqttcktcyzyv5nr53z05m76hdsxen9tn4', 'bc1q9cs06c8rqxcreayde9d8gt6h26s8v50f5pg6al', 'bc1qucn77tscll097gvstezxd30w4hqf7c8ahethyk', 'bc1qqyc8wv2sawg0z05mr2jlg87gmydyedzy72fwpt', 'bc1qy6qa04h6d3kth447mt5tmcy7avdaycyv2k3pkj', 'bc1qqcpp6saz37nhhawfw046s5073ru8l2kjqp2gxk', 'bc1qsmdx9gr00tkmhpele3ek0nqymg4g2vpyg7p8g7']","[285515986, 146225878, 279886218, 343033829, 327885217]","[10000000, 136214435, 275504543, 333022386, 10000000, 269874775, 317873774, 10000000, 10000000, 10000000]",57215,P2WPKH,51.216.213.250,8080,93.215.144.187,18333,SG,14061,SCEN_MIXING_00030
e5022c6e5771dabde55f2d8ffd5db2af012e73465854d72830231c45121e9255,2026-01-01T00:27:19+00:00,['bc1q8almqx34lxn2yhr6aq32rl3smtthx6zuxd38zm'],"['31HgiXYnkemMmXCK13F4D6Q5psaxT6VPec', 'bc1qaxxjcawj5daenqazeaec65l9875cwz8vdgx9t7']",[384940523],"[192470261, 192456717]",13545,P2WPKH,45.124.74.116,44804,78.91.137.83,8333,DE,15169,SCEN_NORMAL_00031
69f4a2c76f43aa6d1598efc1b5fb4a8bab74f7428345be7e09838e2207a13a34,2026-01-01T00:28:25+00:00,['3ptvFMvL7o6hSMgYhCqRDHwnYPNtVzQqBB'],"['3wf8zLzZk1H3QH7AYFEKQ4nrmQzRmDQEri', 'bc1qr023t77kzx4prul3ehzg38dt90fvytdk7rz98k']",[342039079],"[171019539, 171008280]",11260,P2WPKH,104.14.29.127,40007,62.94.215.243,8333,US,16509,SCEN_NORMAL_00032
a3132add00f7770962c9556a91c22a390e770dd37b95d8d98b91ad0cb3f41ccd,2026-01-01T00:28:48+00:00,['bc1qupeuu5v78auwh625dgg6m4d2xd4qzt8czd5gg7'],['bc1qrr3x8fl69vggqucq0rxlh8q52mzlgvz892qtse'],[456668248],[456660932],7316,P2WPKH,85.196.9.69,17393,24.241.199.129,8332,GB,24940,SCEN_MULTIHOP_00033
