txid,timestamp,input_addresses,output_addresses,input_amounts,output_amounts,fee,script_type,src_ip,src_port,dst_ip,dst_port,country,asn,scenario_id
bcd25c5a7edfeaa2df2af8a59ed5fba7b0383f428579e94866edca6cda62745a,2026-01-01T00:30:59+00:00,"['bc1qdnxpc4jxt2mqqwn98805ga5vesy2k8q3uk7nv9', 'bc1qs5ccp4q0t9fpt9usm7skydffswnegwhh4rsuhq', 'bc1qqka0lz4e8gh4ygsayn9jyucqhk247uhk53jpm5', 'bc1qu59upd9vz4480xuee94h4zsj5qudhntagf26ne', 'bc1qsdca9wpk5drarm7zf2d59xp2ptqu09wsunxpxm', 'bc1q88tna36554r2wnzth206mla02755tlm25qvac8', 'bc1q7l6g49g29pvp43hzqjhuwnj9mudx9gtqgh026n', 'bc1qq9xvwly6lez32k6jm757cun4zzd4s7wzyjd7du', 'bc1qrmlsy8p42ctvjl0wd99dxcfyugsu6y63vjxw2p', 'bc1qgmnz8c5s2udy6mx24d9ceae447ry759y27ehvs', 'bc1qc2yp4ml6zspq2gg8xe0juvww95fxpxnhp7es0y', 'bc1q8lf3gtht3wzc2x3gqsknhx9ev2w4qk5c8uz9ty']",['3hzQbVx1cSGSHCmdeptWKP9XzvReV9mSiL'],"[164664489, 239601611, 43534560, 200276950, 275298207, 310347851, 61777425, 280658740, 9780347, 9228505, 5874484, 8258343]",[1609278613],22899,P2SH,168.145.167.162,11763,51.174.56.250,8333,IN,3320,SCEN_FAN_IN_00044
98b1ab9d2294c363fa9dc89a51e107a22e5418e7b22c9b4a8f12ecfd220040b6,2026-01-01T00:34:18+00:00,['1wtgR68WQ5n3uFgvgfau2481SdTV3jGew6'],['bc1qyzyv5nr53z05m76hdsxen9tn4qcpp6saz37nhh'],[400822817],[400818650],4167,P2WPKH,178.187.193.192,36430,178.188.202.188,8333,SC,16509,SCEN_MULTIHOP_00050
1e9eed457249fbb4744ad11b5370a6967eab886e347f89ef128534123562882a,2026-01-01T00:34:42+00:00,['bc1qyzyv5nr53z05m76hdsxen9tn4qcpp6saz37nhh'],['bc1q073ru8l2kjqp2gxkqyc8wv2sawg0z05mr2jlg8'],[400818650],[400814841],3809,P2WPKH,178.79.252.124,8080,142.50.46.217,8333,US,14061,SCEN_MULTIHOP_00050
1b6db26c0fed69c55e8fda23210b7fa0b00a2ab955cc097afab28754644bf818,2026-01-01T00:35:07+00:00,['bc1q073ru8l2kjqp2gxkqyc8wv2sawg0z05mr2jlg8'],['bc1qtdjgmupkstfzwxutfe9vn8laxxjcawj5daenqa'],[400814841],[400807749],7092,P2WPKH,142.145.161.224,59124,45.236.251.179,8080,BZ,16509,SCEN_MULTIHOP_00050
d0efc6deead278c40387205b767794a3e3ab2cc8794acf934b7500f54bba0dc6,2026-01-01T00:35:32+00:00,['bc1qtdjgmupkstfzwxutfe9vn8laxxjcawj5daenqa'],"['bc1q9875cwz8vdgx9t7wrqn3md6yr023t77kzx4pru', 'bc1qhzg38dt90fvytdk7rz98kzlr4ekwerr3x8fl69']",[400807749],"[365015957, 35786405]",5387,P2WPKH,85.249.57.159,27969,45.185.89.181,8333,SC,24940,SCEN_MULTIHOP_00050
97ec59e2777d791635e33305848dca092836264847a3074f65080be9267c4d50,2026-01-01T00:36:44+00:00,['1rwi7RwTxAomg3bVdyy9dSbyRFityUopYV'],"['1aVK7HVgQVAQrQXt7QfyA1seGDGCLyx6Sx', 'bc1qez8lqelr7c8t3dg4482heq8gf08etsly79hgu0']",[440587621],"[283779880, 156801568]",6173,P2WPKH,168.69.160.221,44881,168.59.132.90,8333,DE,16509,SCEN_BURST_00052
b2824ae82d78c7e24687270b2001d64be37748381bde85863132f62df4a0951c,2026-01-01T00:36:59+00:00,['1cJ8nDZFrZd475WMAsbi91tziXf1YXwiej'],"['15A1gaWvPNLpSYxn41KXPkcW3u79spa2cW', 'bc1qjwn6rj8md7s0h76vwj24d49fjmm7rv2hay6mu9']",[359574324],"[232443792, 127111790]",18742,P2WPKH,168.69.160.253,43864,31.145.221.53,8333,DE,16509,SCEN_BURST_00052
9a2d30791080e3144076cf526f1a947bc6583b1e9e3a1ea4eb9ed5f4d8841d66,2026-01-01T00:37:11+00:00,['1aCQTn5TUH3yBci19yc2ABzCkLKvRU6mTM'],"['1tr6qeBE8HLjFjUwYyAqUFh5VGCVqKnLgu', 'bc1qhmt6zf235eg99j5wdlcs0yepgd7ruy8efnqvad']",[76369540],"[38564029, 37797753]",7758,P2WPKH,168.69.160.41,61564,203.213.178.235,8333,DE,16509,SCEN_BURST_00052
a233f5dda2acaf04cb74b8f803e707ff51cd07bbb589f1cb8cb384c8db56a679,2026-01-01T00:37:26+00:00,['1STCwSPYu4LEbtaDDqdCDkoaH2gdn8CrSy'],"['bc1qu06tk89lman65nljgmjwqen0uur8sn8yru2jrn', 'bc1qrrlsz4zuxldcur0va7aq47wttxauuda2u0r9ly']",[242410551],"[82985435, 159407832]",17284,P2WPKH,168.69.160.212,29301,24.186.16.103,8332,DE,16509,SCEN_BURST_00052
7185b8fce33bd00cc5545abdba512d0c349d532f1b3e8ab1a8383993a3208a61,2026-01-01T00:37:43+00:00,['3wKzAqopRGDBc59iUjvhbNhTPGn3tbr7h9'],['bc1q7sectu3y67n4uhzdzsdxttk4d75w0hx264fzas'],[6566959241],[6566882312],76929,P2WPKH,78.161.110.12,48385,198.36.31.246,8333,JP,14061,SCEN_AMT_ANOM_00053
deb2f9fae4498c3b247a1f63491d775ee4556f3eb1bcaba1969bf68eeac1f8e7,2026-01-01T00:38:52+00:00,['3mcKTA3QvK92pm66aTSxZCXBSFpL36rZb6'],"['1fEpux2g5ZyKwkbZBHA55p2Y39baGT8oeM', 'bc1qlj4g27k8vteq7z25c0pca4z4m6k3hzyhlcpde0']",[475037924],"[272103451, 202926229]",8244,P2WPKH,85.185.199.34,27511,85.186.95.223,9333,RU,60068,SCEN_BURST_00057
817c6e33abb5e9a2d864eab00380c5983bf1155077dac5369911782e7cc25d72,2026-01-01T00:38:56+00:00,['3spy7rDq8eJaBpbcq9WTmFJEsfHUFQVo7b'],"['12HrLQXBu5b9JayXcWB6SsAA3G3v3GjxZa', 'bc1qm4nfr822flru0taha02uesyg9rpmuman2wkl72']",[494057272],"[283389388, 210651377]",16507,P2WPKH,142.66.98.173,9050,203.237.205.139,18333,BZ,15169,SCEN_BURST_00057
c6b813190605201a6e7deff8d2552c474d52164c7381e183e1cfcbd2a31e2241,2026-01-01T00:39:09+00:00,['3qDMJXFvWKNW8LvmsVCVHkpWfD8ymiufb2'],"['3txm6osZq6npdnAKoxjAJ8twBfUFPtfYQB', 'bc1qtj89vzmwzgqv2umqzy3nhg89eag9l3w5g5sycf']",[298498850],"[178627862, 119860159]",10829,P2WPKH,198.193.138.59,45669,198.122.165.251,18333,CH,60068,SCEN_BURST_00057
7f90bce481663db00a8cea87be8c442606657cb7959727bdd535f2baf0d6b135,2026-01-01T00:39:14+00:00,['3Z7kAo7NPJtqBvFVGekeVVjm2Jk7HvmNbb'],"['3BjE5Y99Mfn3Gh9HxF4eGaw7UHsocpeNTg', 'bc1qgs56pagqa9cp7xsaxyxw0sfa4pg8ms0qnfv0c7']",[247953288],"[113900233, 134043212]",9843,P2WPKH,104.224.16.254,33620,104.98.165.188,18333,GB,9009,SCEN_BURST_00057
577bca714eb07f9653ac84797731100956dd2ba4de40c5585104b17df3f8c5ed,2026-01-01T00:39:28+00:00,['bc1qlj4g27k8vteq7z25c0pca4z4m6k3hzyhlcpde0'],"['bc1qcyp03skmy9rjsrlchud0l03cgrpsmd9rezlw9r', 'bc1qsq28r7wc3anzr3szw3tuts2n2p5m48kcupnw64']",[202926229],"[123071291, 79836414]",18524,P2WPKH,198.190.141.97,2266,168.103.46.76,8333,GB,60068,SCEN_BURST_00057
c6f96a4ef95268aa982d6813808bf9da627a31305e331612f174e3c354b530ee,2026-01-01T00:42:31+00:00,['189KEExc8YgLmEw8T3R72581RmCuZMLfZH'],"['bc1q02vdgl7u2chxry2amesh7zeegw2d9kztyrphj7', 'bc1q7mpa7l0y7wu4dacxr3f3lldazp8wehuzx6vh7s']",[439739139],"[368293052, 71438492]",7595,P2WPKH,24.66.147.49,35536,203.83.153.22,8333,DE,14061,SCEN_MULTIHOP_00064
cd9eade40bdcdaa23add72aa1149c3adb9247b308e23fc590e821f7b83b8ebc1,2026-01-01T00:42:38+00:00,['bc1q02vdgl7u2chxry2amesh7zeegw2d9kztyrphj7'],['bc1q8uhwmc70yyrtflrvy4t25sngrxa8nu57yvwfk2'],[368293052],[368284729],8323,P2WPKH,31.97.164.154,25849,51.91.97.116,8333,GB,24940,SCEN_MULTIHOP_00064
46ae1df588a65333c0988c38c48a10fef7005cf2f35fbe2bbce75461734d80de,2026-01-01T00:42:56+00:00,['bc1q8uhwmc70yyrtflrvy4t25sngrxa8nu57yvwfk2'],['bc1qdwu0vnmfmsv5wcm9vdkul0m6r99y3snwa4zjkl'],[368284729],[368279514],5215,P2WPKH,198.168.57.123,36307,198.27.40.51,18333,GB,9009,SCEN_MULTIHOP_00064
cb7e44b4f0baecacb5491268b36c78f7f69dd7e2bc66f7aa96286b32608d2474,2026-01-01T00:43:20+00:00,['bc1qdwu0vnmfmsv5wcm9vdkul0m6r99y3snwa4zjkl'],['bc1qhd70x3u0j86h2r9jl6rkxnwmcr2fken0e65vw7'],[368279514],[368275391],4123,P2WPKH,185.13.104.109,30621,93.199.205.171,8333,US,16509,SCEN_MULTIHOP_00064
1669836262ed3bde454100adf9961ac156417ad33b180ab7e7d173b512794466,2026-01-01T00:43:22+00:00,['3FCRSc1WeRpnR9VsmtE217Up2dRotzU9kW'],"['3ybQ8KJvcSdcF3QC7vUe1EewtCC2zCpTds', 'bc1qhj62tzwg7nyyztmwzvq9025utmsr260v2hf7hh']",[404659589],"[128600312, 276040835]",18442,P2WPKH,104.69.120.67,18497,51.62.118.100,8332,US,24940,SCEN_BURST_00065
2a8f0780a4d83c18aedee696fecf13136d749d03456a3ec5d08c08f034f3bf42,2026-01-01T00:43:31+00:00,['3h8NV12ZEDy7fAtjKDAzmCGjoo9FYc8kk6'],"['bc1qgqdlcemj9ha07y53tez58vhfpjekpz59l4fj4r', 'bc1qfurhcpmkjrvk4r44l24q89nau64rzqx4csh7rc']",[454019629],"[332517545, 121493410]",8674,P2WPKH,104.69.120.143,42933,178.233.141.80,8333,US,24940,SCEN_BURST_00065
f96b04b1b4dcec5c3d097796f855c8d3275452828041be35f002b2f6e7be3362,2026-01-01T00:43:35+00:00,['3t8kJzK2FM2n2h1sbkQrovcdS8fuAFbSwc'],"['bc1qnv4shdh9evzhtpj46yf856c2axcd8th5zl7g9w', 'bc1q0cvhg5djamly6duapjwf34a6c22uw0lqn36hj8']",[294379780],"[199288458, 95073565]",17757,P2WPKH,104.69.120.171,13215,203.203.248.236,18333,US,24940,SCEN_BURST_00065
3214d713d1070e3d554cb603545ff6fbbd7300e27ddab5f714c96e1ccae5a76b,2026-01-01T00:43:45+00:00,['3ftsKyKdyiWkf51bjEPrbUXBxjCkfY8hi5'],"['1DAr8dzPkXQ6eEuxeqmLgxUrgvfJoACdDZ', 'bc1qtwxlng3ymjy0u7khg93w3gpq4dznyf2mruzlys']",[192582672],"[83517916, 109056852]",7904,P2WPKH,104.69.120.122,52694,185.251.167.96,8333,US,24940,SCEN_BURST_00065
effcd012b4bee284c4bd46cf86d8d7c52ff932d87954501276b691484d61efb1,2026-01-01T00:44:23+00:00,"['1zk7c7tHnfEzprUwD5APwbbSaFrF6nuUUy', '1dTpZgTjktyZheCBCvYuEtzx69Ypd7tQwR']","['bc1qcmre49t7gvvn90sd2f0xgylus0aphtt7mz2nxg', 'bc1qkvelcgrhetfl8rs905j3n4hsx8jf67tdt0gmnx', 'bc1qk836sf4lgnr362rjm6n2czsju0qkejcvt3nstu', 'bc1q7cayam6vksugdlx83dve6zv3qqk2vy0ukq0vg5', 'bc1qlh22c5h3ngdnw47xa64rwqtw0xkr6z9nevys6m', 'bc1q448qkkn5kft05ex2ekm00pt97xq6973hxk7vh7', 'bc1q06t8dp98h5jgfykles9vgmr8prvjfz4vqyctfa', 'bc1q9lac4s8yq2ar98v7zkwk65amknhsdq2vcphz0y', 'bc1qs4f0dk7hmpyvm9fn6666xudvztlp20880tjda6', 'bc1qmyw88kg9taxqrrnxyqz3s3p2j6hcvqc49u89gk', 'bc1qpy5vex8pyn5wh809t69akxc6y48qyvxa76cxcn', 'bc1q6vr34cytwwmsjhctnyqvxstwu0rgzhvgcfjm0c', 'bc1qgm35e7ldmkpghyh02ws82d27fw9fel0k59jw9t', 'bc1q3p2m03v58f6u7378gmuds2zep58q562v56g4fu', 'bc1qqtn58r00zfgelcydp6kukukf87rux849fwfjxk', 'bc1qjhsyrysl6l8dke7gdyc7dvym2udj5zsz4xc63d', 'bc1qtf8w8mchtl7muag9pr3v2l0l9h6x59qsg9nfdc', 'bc1qsvfm9cap0kvesu05lf0vaqcvtdx3vqenyxhyez', 'bc1q6qc2yt93gr4gyl5x04f6gqsj6vxkq2adlxwfzj', 'bc1q6ka3fp3hrhtjrxsvkrcc6y4ypjamz983xqs6d8', 'bc1qpklqrrnnzcaq6m2p2yxgxlzuwgwawtla55faan']","[106683111, 14152181]","[4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 4536360, 30083386]",24706,P2WPKH,78.98.181.124,8848,51.11.30.70,8333,JP,15169,SCEN_FAN_OUT_00066
dc07d9beead42a293dc607ff31cddc2833c1d33c398bb496389462f39c6a1478,2026-01-01T00:45:27+00:00,['bc1qnv68wej9car695e8w285yy42a4t0hedkyq7pr9'],"['bc1qq652zrupd7rz7u5hzcyy4k250vhuq4fpvxamlg', 'bc1q857sawj7xw3us7ct4zgpt8r36hnr9wpq6tt2vv']",[293396272],"[204271677, 89110524]",14071,P2WPKH,45.76.162.212,60066,45.185.126.93,8333,PA,24940,SCEN_BURST_00068
